order_id,product_id,quantity,selling_price
ORD000025,P0006,3,75696.0
ORD000025,P0084,4,691030.0
ORD000026,P0088,30,576180.0
ORD000027,P0040,7,18000.0
ORD000027,P0059,5,55000.0
ORD000028,P0058,1,324587.0
ORD000028,P0056,4,180000.0
ORD000028,P0042,2,38313.0
ORD000029,P0048,3,12000.0
ORD000029,P0052,3,290000.0
ORD000029,P0080,4,1748412.0
ORD000030,P0058,3,350000.0
ORD000030,P0006,2,75314.0
ORD000030,P0043,5,3190000.0
ORD000030,P0088,2,530644.0
ORD000030,P0076,2,1629205.0
ORD000030,P0089,3,1575483.0
ORD000031,P0058,2,350000.0
ORD000032,P0038,3,35000.0
ORD000033,P0005,8,79000.0
ORD000033,P0072,3,1999750.0
ORD000033,P0079,9,1578060.0
ORD000033,P0089,3,1725570.0
ORD000033,P0040,4,18000.0
ORD000034,P0029,1,23965.0
ORD000034,P0089,5,1586406.0
ORD000034,P0086,4,432697.0
ORD000035,P0028,1,78000.0
ORD000035,P0023,1,39209.0
ORD000036,P0049,5,125000.0
ORD000036,P0059,1,55000.0
ORD000036,P0037,2,95000.0
ORD000036,P0079,4,1578060.0
ORD000036,P0038,1,35000.0
ORD000037,P0020,26,78546.0
ORD000037,P0038,10,35000.0
ORD000038,P0079,1,1578060.0
ORD000039,P0015,2,45000.0
ORD000039,P0016,5,25000.0
ORD000039,P0029,1,25000.0
ORD000040,P0025,5,15000.0
ORD000040,P0069,3,2499750.0
ORD000040,P0051,4,289578.0
ORD000041,P0023,8,42000.0
ORD000042,P0077,4,1733677.0
ORD000042,P0008,5,65000.0
ORD000043,P0036,16,185000.0
ORD000043,P0088,8,576180.0
ORD000043,P0084,23,745800.0
ORD000044,P0029,11,23286.0
ORD000044,P0016,28,23952.0
ORD000045,P0016,29,25000.0
ORD000045,P0015,19,43578.0
ORD000046,P0055,11,280000.0
ORD000046,P0079,10,1578060.0
ORD000046,P0015,9,45000.0
ORD000046,P0016,2,25000.0
ORD000047,P0008,4,65000.0
ORD000047,P0053,1,165000.0
ORD000047,P0035,3,14521.0
ORD000047,P0052,2,290000.0
ORD000047,P0067,4,14207256.0
ORD000047,P0064,5,27499750.0
ORD000048,P0059,28,54274.0
ORD000048,P0006,24,76260.0
ORD000048,P0029,23,25000.0
ORD000049,P0012,26,4926.0
ORD000049,P0063,26,31794150.0
ORD000049,P0045,26,1850000.0
ORD000049,P0049,16,125000.0
ORD000050,P0043,5,3190000.0
ORD000050,P0006,4,82000.0
ORD000050,P0013,2,4847.0
ORD000050,P0008,2,58756.0
ORD000050,P0078,3,1653300.0
ORD000050,P0079,2,1506974.0
ORD000051,P0088,5,542503.0
ORD000052,P0015,3,45000.0
ORD000052,P0016,1,23661.0
ORD000052,P0054,1,245000.0
ORD000053,P0014,4,12000.0
ORD000053,P0039,5,28000.0
ORD000053,P0087,4,636607.0
ORD000053,P0020,1,85000.0
ORD000054,P0005,2,74435.0
ORD000055,P0077,2,1773420.0
ORD000055,P0083,1,591690.0
ORD000055,P0066,5,12499750.0
ORD000056,P0046,1,890000.0
ORD000057,P0008,4,65000.0
ORD000057,P0088,4,531715.0
ORD000057,P0084,1,745800.0
ORD000057,P0047,1,78000.0
ORD000057,P0048,1,11594.0
ORD000058,P0076,2,1708410.0
ORD000058,P0089,4,1725570.0
ORD000058,P0072,2,1999750.0
ORD000059,P0036,1,172027.0
ORD000059,P0076,1,1604753.0
ORD000059,P0089,4,1691951.0
ORD000060,P0033,2,69000.0
ORD000060,P0025,3,15000.0
ORD000060,P0008,3,65000.0
ORD000061,P0061,4,49999750.0
ORD000061,P0032,1,12000.0
ORD000061,P0006,4,82000.0
ORD000062,P0055,12,261231.0
ORD000063,P0039,5,28000.0
ORD000064,P0088,6,529689.0
ORD000064,P0084,11,745800.0
ORD000064,P0018,9,38000.0
ORD000064,P0019,4,20695.0
ORD000065,P0078,2,1563671.0
ORD000065,P0079,1,1532747.0
ORD000065,P0032,2,10828.0
ORD000065,P0006,5,82000.0
ORD000065,P0048,4,11396.0
ORD000066,P0064,7,27499750.0
ORD000066,P0043,9,3190000.0
ORD000066,P0006,10,82000.0
ORD000067,P0088,5,576180.0
ORD000067,P0084,2,745800.0
ORD000068,P0078,2,1653300.0
ORD000068,P0079,5,1578060.0
ORD000068,P0056,5,171803.0
ORD000068,P0049,5,125000.0
ORD000068,P0012,1,5000.0
ORD000069,P0050,5,420000.0
ORD000070,P0036,7,185000.0
ORD000070,P0040,7,16717.0
ORD000070,P0061,7,45588220.0
ORD000071,P0042,4,39381.0
ORD000071,P0025,2,14761.0
ORD000072,P0089,17,1725570.0
ORD000072,P0086,12,461670.0
ORD000073,P0079,3,1528741.0
ORD000073,P0042,3,42000.0
ORD000074,P0026,5,65000.0
ORD000074,P0035,1,16000.0
ORD000075,P0049,9,125000.0
ORD000075,P0033,21,69000.0
ORD000075,P0006,24,82000.0
ORD000075,P0054,17,236802.0
ORD000075,P0036,14,185000.0
ORD000075,P0005,21,74885.0
ORD000076,P0033,3,66962.0
ORD000076,P0089,5,1725570.0
ORD000076,P0074,1,499750.0
ORD000077,P0077,9,1773420.0
ORD000077,P0083,4,591690.0
ORD000077,P0060,5,390000.0
ORD000077,P0004,11,41099.0
ORD000078,P0049,2,125000.0
ORD000078,P0090,5,1155660.0
ORD000079,P0057,3,220000.0
ORD000079,P0061,3,48171813.0
ORD000079,P0055,4,280000.0
ORD000080,P0012,29,4631.0
ORD000080,P0059,14,49891.0
ORD000081,P0018,28,38000.0
ORD000081,P0019,12,22000.0
ORD000081,P0086,21,461670.0
ORD000082,P0042,4,42000.0
ORD000082,P0060,2,361082.0
ORD000083,P0058,2,316145.0
ORD000083,P0022,4,16502.0
ORD000083,P0067,3,13512285.0
ORD000084,P0026,28,65000.0
ORD000084,P0089,13,1555200.0
ORD000084,P0086,15,439094.0
ORD000084,P0045,29,1850000.0
ORD000084,P0078,24,1621447.0
ORD000084,P0079,18,1578060.0
ORD000085,P0013,4,5000.0
ORD000086,P0050,1,420000.0
ORD000086,P0024,2,8000.0
ORD000087,P0057,5,220000.0
ORD000087,P0086,5,446971.0
ORD000087,P0033,2,66325.0
ORD000087,P0006,5,74404.0
ORD000088,P0049,10,125000.0
ORD000089,P0083,6,591690.0
ORD000089,P0039,26,27023.0
ORD000090,P0008,1,58904.0
ORD000091,P0013,8,5000.0
ORD000092,P0079,3,1578060.0
ORD000092,P0089,5,1725570.0
ORD000092,P0078,4,1524799.0
ORD000092,P0012,3,5000.0
ORD000092,P0035,2,15444.0
ORD000093,P0070,4,3249750.0
ORD000093,P0080,1,1789590.0
ORD000093,P0077,1,1773420.0
ORD000094,P0006,2,77647.0
ORD000094,P0043,4,3190000.0
ORD000094,P0026,1,65000.0
ORD000094,P0076,5,1677730.0
ORD000094,P0028,4,78000.0
ORD000095,P0047,4,78000.0
ORD000095,P0036,2,185000.0
ORD000096,P0049,3,125000.0
ORD000096,P0088,2,576180.0
ORD000096,P0013,4,5000.0
ORD000096,P0022,5,18000.0
ORD000097,P0059,1,55000.0
ORD000097,P0019,2,20032.0
ORD000098,P0018,3,38000.0
ORD000098,P0049,4,125000.0
ORD000098,P0071,4,12771056.0
ORD000099,P0079,7,1578060.0
ORD000100,P0060,28,356941.0
ORD000100,P0023,28,42000.0
ORD000100,P0076,10,1620926.0
ORD000101,P0008,1,65000.0
ORD000101,P0076,4,1708410.0
ORD000101,P0089,5,1725570.0
ORD000101,P0002,5,17268.0
ORD000101,P0011,1,5000.0
ORD000102,P0025,2,15000.0
ORD000102,P0089,1,1725570.0
ORD000102,P0086,2,461670.0
ORD000103,P0008,1,65000.0
ORD000103,P0088,1,576180.0
ORD000103,P0084,4,745800.0
ORD000103,P0022,4,18000.0
ORD000104,P0038,6,35000.0
ORD000104,P0072,27,1885354.0
ORD000105,P0048,5,12000.0
ORD000105,P0058,4,324427.0
ORD000106,P0059,16,55000.0
ORD000106,P0048,18,12000.0
ORD000106,P0035,7,16000.0
ORD000107,P0029,5,25000.0
ORD000107,P0056,1,166785.0
ORD000107,P0072,2,1814540.0
ORD000107,P0040,2,18000.0
ORD000107,P0020,2,78923.0
ORD000108,P0069,3,2499750.0
ORD000108,P0051,3,320000.0
ORD000108,P0008,7,58572.0
ORD000109,P0049,3,125000.0
ORD000109,P0089,2,1725570.0
ORD000109,P0086,4,461670.0
ORD000109,P0046,3,890000.0
ORD000110,P0045,5,1850000.0
ORD000110,P0055,3,280000.0
ORD000110,P0040,4,17592.0
ORD000111,P0061,30,49999750.0
ORD000111,P0043,17,3190000.0
ORD000111,P0006,30,82000.0
ORD000111,P0036,8,169827.0
ORD000112,P0087,1,662424.0
ORD000112,P0042,4,42000.0
ORD000113,P0015,5,45000.0
ORD000113,P0016,4,25000.0
ORD000113,P0034,3,82714.0
ORD000114,P0058,15,328559.0
ORD000114,P0032,5,12000.0
ORD000114,P0005,12,79000.0
ORD000115,P0039,5,28000.0
ORD000115,P0035,14,16000.0
ORD000116,P0030,19,13170.0
ORD000116,P0072,7,1999750.0
ORD000117,P0058,3,350000.0
ORD000117,P0059,4,55000.0
ORD000117,P0015,4,45000.0
ORD000118,P0067,2,14999750.0
ORD000118,P0039,1,28000.0
ORD000119,P0040,11,18000.0
ORD000119,P0024,3,8000.0
ORD000120,P0063,2,34999750.0
ORD000120,P0045,2,1850000.0
ORD000120,P0055,4,280000.0
ORD000120,P0008,5,65000.0
ORD000121,P0058,4,350000.0
ORD000121,P0090,3,1090498.0
ORD000121,P0049,2,123343.0
ORD000122,P0038,2,35000.0
ORD000122,P0077,2,1686360.0
ORD000122,P0083,4,591690.0
ORD000122,P0008,1,65000.0
ORD000123,P0005,2,79000.0
ORD000123,P0064,1,27499750.0
ORD000123,P0048,3,10894.0
ORD000124,P0061,1,49999750.0
ORD000124,P0078,5,1653300.0
ORD000124,P0038,5,35000.0
ORD000125,P0078,2,1507714.0
ORD000125,P0060,2,380080.0
ORD000126,P0056,1,180000.0
ORD000127,P0040,5,18000.0
ORD000127,P0044,4,868962.0
ORD000127,P0052,3,269815.0
ORD000127,P0078,5,1653300.0
ORD000127,P0079,4,1547247.0
ORD000128,P0077,2,1644258.0
ORD000128,P0083,3,591690.0
ORD000128,P0086,3,461670.0
ORD000128,P0015,3,45000.0
ORD000128,P0016,2,25000.0
ORD000129,P0038,2,35000.0
ORD000129,P0008,4,65000.0
ORD000129,P0009,3,17801.0
ORD000130,P0035,3,14597.0
ORD000131,P0048,11,12000.0
ORD000132,P0019,8,22000.0
ORD000132,P0083,4,591690.0
ORD000133,P0065,10,37499750.0
ORD000133,P0026,8,65000.0
ORD000133,P0086,2,448485.0
ORD000134,P0057,2,220000.0
ORD000135,P0016,1,25000.0
ORD000135,P0042,2,42000.0
ORD000136,P0045,14,1850000.0
ORD000136,P0038,11,31989.0
ORD000136,P0062,15,44999750.0
ORD000136,P0049,25,119811.0
ORD000137,P0087,5,681780.0
ORD000137,P0022,3,18000.0
ORD000138,P0062,3,40977902.0
ORD000138,P0049,1,125000.0
ORD000138,P0087,4,681780.0
ORD000138,P0047,1,78000.0
ORD000139,P0032,23,12000.0
ORD000139,P0006,8,82000.0
ORD000139,P0050,21,420000.0
ORD000140,P0035,2,16000.0
ORD000140,P0015,3,45000.0
ORD000141,P0083,1,578639.0
ORD000141,P0017,3,9000.0
ORD000142,P0049,5,123725.0
ORD000143,P0074,5,466699.0
ORD000143,P0015,28,40921.0
ORD000144,P0088,1,576180.0
ORD000144,P0084,5,745800.0
ORD000144,P0025,4,15000.0
ORD000144,P0005,5,79000.0
ORD000144,P0022,2,18000.0
ORD000144,P0078,3,1625762.0
ORD000144,P0079,4,1524693.0
ORD000145,P0018,4,38000.0
ORD000146,P0019,7,22000.0
ORD000146,P0028,5,72982.0
ORD000146,P0025,2,15000.0
ORD000146,P0012,6,4578.0
ORD000146,P0015,8,42752.0
ORD000147,P0073,4,2499750.0
ORD000147,P0074,1,499750.0
ORD000148,P0058,3,350000.0
ORD000149,P0076,2,1708410.0
ORD000149,P0089,4,1558394.0
ORD000149,P0004,5,42000.0
ORD000150,P0043,10,3155058.0
ORD000150,P0006,7,82000.0
ORD000150,P0035,9,16000.0
ORD000150,P0038,11,35000.0
ORD000150,P0057,8,220000.0
ORD000151,P0075,5,2468899.0
ORD000152,P0076,2,1708410.0
ORD000152,P0006,5,82000.0
ORD000153,P0062,2,44999750.0
ORD000153,P0049,1,125000.0
ORD000153,P0050,5,420000.0
ORD000154,P0018,3,35478.0
ORD000154,P0019,4,22000.0
ORD000154,P0064,3,27499750.0
ORD000154,P0085,2,1662286.0
ORD000154,P0078,4,1630914.0
ORD000154,P0079,3,1578060.0
ORD000155,P0059,1,54196.0
ORD000155,P0076,4,1656089.0
ORD000155,P0089,5,1725570.0
ORD000156,P0050,7,420000.0
ORD000157,P0076,1,1708410.0
ORD000157,P0066,4,12244876.0
ORD000157,P0030,4,13043.0
ORD000157,P0002,4,18000.0
ORD000157,P0011,4,4760.0
ORD000157,P0061,2,49999750.0
ORD000158,P0087,5,673615.0
ORD000158,P0008,3,65000.0
ORD000159,P0058,2,327892.0
ORD000159,P0055,5,270395.0
ORD000160,P0005,3,79000.0
ORD000161,P0018,4,38000.0
ORD000161,P0019,3,22000.0
ORD000161,P0016,5,25000.0
ORD000161,P0026,3,60661.0
ORD000162,P0020,10,85000.0
ORD000162,P0025,11,15000.0
ORD000163,P0060,21,374781.0
ORD000163,P0086,24,461670.0
ORD000163,P0050,29,420000.0
ORD000163,P0022,10,17510.0
ORD000163,P0027,9,92000.0
ORD000164,P0056,21,180000.0
ORD000164,P0077,5,1695523.0
ORD000164,P0083,21,538513.0
ORD000164,P0084,9,745800.0
ORD000164,P0007,23,99000.0
ORD000164,P0043,8,3032547.0
ORD000165,P0037,3,95000.0
ORD000165,P0035,5,16000.0
ORD000166,P0029,4,24041.0
ORD000166,P0022,2,18000.0
ORD000166,P0068,4,8127452.0
ORD000166,P0083,4,591690.0
ORD000167,P0036,5,185000.0
ORD000167,P0043,5,2879311.0
ORD000167,P0006,2,75281.0
ORD000167,P0034,1,85000.0
ORD000168,P0033,2,69000.0
ORD000168,P0006,5,82000.0
ORD000169,P0077,11,1630285.0
ORD000169,P0083,5,591690.0
ORD000170,P0003,1,14000.0
ORD000170,P0070,5,3014115.0
ORD000171,P0078,3,1653300.0
ORD000171,P0079,5,1578060.0
ORD000171,P0019,3,22000.0
ORD000171,P0028,4,78000.0
ORD000171,P0046,3,890000.0
ORD000172,P0058,1,350000.0
ORD000172,P0018,3,38000.0
ORD000172,P0019,4,22000.0
ORD000172,P0022,1,18000.0
ORD000172,P0006,5,76333.0
ORD000172,P0075,2,2499750.0
ORD000173,P0078,5,1515210.0
ORD000173,P0079,3,1578060.0
ORD000173,P0089,2,1725570.0
ORD000174,P0033,2,69000.0
ORD000174,P0042,4,42000.0
ORD000174,P0012,4,5000.0
ORD000174,P0006,2,82000.0
ORD000175,P0089,1,1725570.0
ORD000175,P0086,2,422509.0
ORD000175,P0078,2,1653300.0
ORD000175,P0079,1,1578060.0
ORD000175,P0008,4,65000.0
ORD000175,P0029,4,25000.0
ORD000176,P0066,2,12499750.0
ORD000176,P0087,5,681780.0
ORD000177,P0052,2,290000.0
ORD000177,P0059,4,55000.0
ORD000177,P0076,2,1708410.0
ORD000177,P0089,4,1725570.0
ORD000178,P0045,3,1768752.0
ORD000179,P0003,11,14000.0
ORD000179,P0038,25,35000.0
ORD000179,P0035,18,16000.0
ORD000180,P0013,5,5000.0
ORD000180,P0077,3,1751395.0
ORD000180,P0083,3,548249.0
ORD000180,P0064,1,27499750.0
ORD000181,P0002,5,18000.0
ORD000181,P0011,1,4790.0
ORD000182,P0076,3,1708410.0
ORD000183,P0078,3,1501801.0
ORD000184,P0088,2,576180.0
ORD000184,P0084,1,727894.0
ORD000184,P0035,1,16000.0
ORD000185,P0017,4,9000.0
ORD000185,P0035,4,16000.0
ORD000185,P0032,1,12000.0
ORD000185,P0006,3,82000.0
ORD000186,P0050,2,420000.0
ORD000186,P0089,4,1725570.0
ORD000187,P0086,2,461670.0
ORD000188,P0005,4,79000.0
ORD000188,P0020,1,82201.0
ORD000188,P0057,1,220000.0
ORD000188,P0036,4,185000.0
ORD000188,P0022,5,18000.0
ORD000189,P0045,2,1805579.0
ORD000189,P0019,7,22000.0
ORD000190,P0064,3,24863075.0
ORD000190,P0010,2,165000.0
ORD000190,P0069,4,2499750.0
ORD000190,P0051,5,320000.0
ORD000191,P0018,4,38000.0
ORD000191,P0019,5,20067.0
ORD000191,P0069,4,2499750.0
ORD000191,P0051,1,320000.0
ORD000191,P0056,4,169823.0
ORD000192,P0076,4,1708410.0
ORD000192,P0089,5,1671411.0
ORD000193,P0013,5,4820.0
ORD000193,P0037,5,95000.0
ORD000194,P0031,3,4000.0
ORD000194,P0089,5,1725570.0
ORD000195,P0077,11,1773420.0
ORD000195,P0083,30,591690.0
ORD000195,P0078,14,1653300.0
ORD000195,P0046,9,856317.0
ORD000196,P0076,5,1708410.0
ORD000196,P0089,5,1677071.0
ORD000197,P0035,4,15713.0
ORD000197,P0087,3,647142.0
ORD000197,P0088,5,576180.0
ORD000197,P0084,2,745800.0
ORD000197,P0049,2,113338.0
ORD000198,P0025,3,15000.0
ORD000199,P0029,5,25000.0
ORD000200,P0017,4,9000.0
ORD000201,P0026,1,65000.0
ORD000201,P0087,3,681780.0
ORD000202,P0060,5,364161.0
ORD000202,P0029,5,25000.0
ORD000202,P0085,1,1720950.0
ORD000202,P0087,2,681780.0
ORD000202,P0035,1,14641.0
ORD000203,P0019,4,22000.0
ORD000203,P0056,1,164491.0
ORD000204,P0016,2,23417.0
ORD000205,P0035,1,16000.0
ORD000205,P0012,5,5000.0
ORD000206,P0070,1,3249750.0
ORD000207,P0074,3,450277.0
ORD000207,P0048,5,12000.0
ORD000208,P0048,5,12000.0
ORD000208,P0008,2,65000.0
ORD000209,P0074,1,499750.0
ORD000210,P0043,9,3190000.0
ORD000210,P0006,12,82000.0
ORD000210,P0012,11,5000.0
ORD000210,P0058,11,350000.0
ORD000211,P0073,3,2353905.0
ORD000211,P0057,3,207642.0
ORD000212,P0025,12,15000.0
ORD000213,P0052,5,275086.0
ORD000213,P0059,2,55000.0
ORD000214,P0042,5,42000.0
ORD000214,P0045,5,1850000.0
ORD000215,P0088,2,576180.0
ORD000215,P0043,2,3190000.0
ORD000215,P0006,3,82000.0
ORD000215,P0019,4,19879.0
ORD000216,P0056,4,165611.0
ORD000216,P0025,4,15000.0
ORD000216,P0067,3,14999750.0
ORD000216,P0050,4,378249.0
ORD000216,P0034,2,85000.0
ORD000217,P0015,3,42450.0
ORD000217,P0016,4,25000.0
ORD000217,P0053,5,165000.0
ORD000218,P0051,2,320000.0
ORD000218,P0059,3,52057.0
ORD000219,P0064,11,27499750.0
ORD000220,P0053,12,165000.0
ORD000220,P0073,9,2499750.0
ORD000220,P0017,3,9000.0
ORD000221,P0078,2,1653300.0
ORD000221,P0079,5,1578060.0
ORD000222,P0043,4,3190000.0
ORD000222,P0006,3,78949.0
ORD000223,P0035,2,14521.0
ORD000223,P0052,5,271666.0
ORD000223,P0069,2,2499750.0
ORD000224,P0002,1,18000.0
ORD000225,P0038,5,35000.0
ORD000225,P0033,3,65687.0
ORD000225,P0006,4,80110.0
ORD000225,P0060,1,366675.0
ORD000225,P0069,2,2499750.0
ORD000225,P0051,5,320000.0
ORD000226,P0005,24,79000.0
ORD000226,P0035,7,16000.0
ORD000226,P0056,16,180000.0
ORD000227,P0026,5,65000.0
ORD000227,P0088,1,545037.0
ORD000227,P0084,2,745800.0
ORD000227,P0071,1,13749750.0
ORD000228,P0072,3,1999750.0
ORD000228,P0032,2,12000.0
ORD000228,P0006,4,82000.0
ORD000228,P0052,3,290000.0
ORD000228,P0059,5,55000.0
ORD000228,P0067,1,14999750.0
ORD000228,P0064,3,26737039.0
ORD000228,P0008,3,63257.0
ORD000229,P0049,12,125000.0
ORD000229,P0070,12,3045400.0
ORD000229,P0069,16,2499750.0
ORD000229,P0041,5,628117.0
ORD000229,P0042,14,42000.0
ORD000229,P0052,26,269926.0
ORD000229,P0059,22,51859.0
ORD000230,P0068,2,8037609.0
ORD000231,P0010,5,161093.0
ORD000232,P0079,23,1578060.0
ORD000232,P0025,21,14146.0
ORD000232,P0017,22,9000.0
ORD000232,P0070,16,3249750.0
ORD000233,P0041,3,680000.0
ORD000233,P0002,4,16756.0
ORD000233,P0011,2,5000.0
ORD000233,P0052,2,290000.0
ORD000233,P0059,3,55000.0
ORD000234,P0089,17,1725570.0
ORD000234,P0076,30,1560563.0
ORD000235,P0089,5,1560422.0
ORD000235,P0046,1,890000.0
ORD000236,P0009,8,18000.0
ORD000236,P0068,26,8031450.0
ORD000236,P0043,23,3190000.0
ORD000236,P0032,22,12000.0
ORD000237,P0043,25,2967864.0
ORD000237,P0082,25,1100220.0
ORD000237,P0035,17,14503.0
ORD000238,P0026,3,61547.0
ORD000238,P0025,4,15000.0
ORD000239,P0023,4,42000.0
ORD000240,P0036,5,185000.0
ORD000241,P0026,2,65000.0
ORD000242,P0088,4,576180.0
ORD000242,P0084,5,745800.0
ORD000242,P0025,5,15000.0
ORD000243,P0039,5,28000.0
ORD000243,P0033,4,65063.0
ORD000243,P0006,1,79689.0
ORD000243,P0028,5,78000.0
ORD000244,P0049,1,125000.0
ORD000244,P0035,2,16000.0
ORD000245,P0026,3,65000.0
ORD000245,P0067,11,14999750.0
ORD000245,P0037,11,95000.0
ORD000246,P0003,4,13184.0
ORD000246,P0026,1,65000.0
ORD000246,P0012,2,5000.0
ORD000246,P0039,4,28000.0
ORD000246,P0002,4,18000.0
ORD000246,P0011,3,4873.0
ORD000247,P0022,2,18000.0
ORD000247,P0089,1,1638363.0
ORD000247,P0086,1,461670.0
ORD000247,P0067,3,14999750.0
ORD000247,P0064,1,25288796.0
ORD000247,P0059,1,55000.0
ORD000247,P0019,4,22000.0
ORD000248,P0022,1,18000.0
ORD000248,P0088,4,576180.0
ORD000249,P0032,2,12000.0
ORD000249,P0006,5,79384.0
ORD000250,P0035,4,15205.0
ORD000251,P0048,2,12000.0
ORD000251,P0029,3,25000.0
ORD000252,P0067,1,14999750.0
ORD000252,P0055,5,256785.0
ORD000253,P0026,21,65000.0
ORD000254,P0010,4,165000.0
ORD000255,P0033,1,69000.0
ORD000255,P0008,1,65000.0
ORD000256,P0076,2,1708410.0
ORD000256,P0089,2,1725570.0
ORD000256,P0005,2,79000.0
ORD000256,P0007,2,99000.0
ORD000256,P0043,5,3190000.0
ORD000257,P0062,11,44999750.0
ORD000257,P0049,7,118688.0
ORD000257,P0009,7,16868.0
ORD000257,P0073,12,2499750.0
ORD000257,P0074,7,499750.0
ORD000258,P0085,24,1720950.0
ORD000258,P0023,9,38941.0
ORD000258,P0088,14,529702.0
ORD000258,P0084,15,745800.0
ORD000259,P0049,2,125000.0
ORD000259,P0085,5,1720950.0
ORD000260,P0085,5,1563626.0
ORD000260,P0067,3,14999750.0
ORD000261,P0085,2,1680427.0
ORD000261,P0029,1,25000.0
ORD000261,P0079,4,1578060.0
ORD000261,P0089,5,1725570.0
ORD000262,P0019,5,22000.0
ORD000262,P0005,1,79000.0
ORD000263,P0042,2,39618.0
ORD000263,P0068,2,8749750.0
ORD000263,P0043,5,3190000.0
ORD000264,P0071,4,13749750.0
ORD000265,P0003,19,14000.0
ORD000265,P0017,12,9000.0
ORD000265,P0089,16,1725570.0
ORD000266,P0087,3,681780.0
ORD000267,P0019,12,22000.0
ORD000267,P0048,11,11369.0
ORD000267,P0068,6,8749750.0
ORD000267,P0043,6,3190000.0
ORD000268,P0087,2,681780.0
ORD000268,P0007,12,99000.0
ORD000269,P0043,5,3190000.0
ORD000269,P0008,4,65000.0
ORD000269,P0018,2,38000.0
ORD000269,P0049,3,125000.0
ORD000270,P0056,7,172642.0
ORD000270,P0079,3,1494209.0
ORD000270,P0076,12,1708410.0
ORD000270,P0089,12,1725570.0
ORD000271,P0028,2,78000.0
ORD000271,P0054,2,227313.0
ORD000272,P0088,2,558255.0
ORD000272,P0084,4,691581.0
ORD000272,P0086,3,461670.0
ORD000272,P0085,2,1720950.0
ORD000272,P0028,2,78000.0
ORD000272,P0049,5,125000.0
ORD000273,P0021,5,7000.0
ORD000273,P0003,3,14000.0
ORD000273,P0017,4,9000.0
ORD000274,P0070,2,2944118.0
ORD000275,P0040,4,16839.0
ORD000275,P0022,5,18000.0
ORD000276,P0010,2,165000.0
ORD000277,P0056,3,180000.0
ORD000277,P0005,4,79000.0
ORD000278,P0077,5,1707183.0
ORD000278,P0083,2,591690.0
ORD000279,P0083,2,539100.0
ORD000279,P0082,1,1052984.0
ORD000280,P0088,9,576180.0
ORD000280,P0015,27,45000.0
ORD000280,P0005,14,79000.0
ORD000281,P0083,3,591690.0
ORD000282,P0079,4,1578060.0
ORD000282,P0089,5,1725570.0
ORD000283,P0076,1,1708410.0
ORD000283,P0089,4,1578069.0
ORD000283,P0015,3,45000.0
ORD000284,P0016,4,24206.0
ORD000284,P0040,5,18000.0
ORD000284,P0052,4,290000.0
ORD000285,P0019,5,21753.0
ORD000286,P0047,2,71834.0
ORD000286,P0032,3,10802.0
ORD000286,P0006,1,82000.0
ORD000287,P0055,22,257351.0
ORD000288,P0007,3,99000.0
ORD000288,P0043,5,3190000.0
ORD000288,P0048,1,11010.0
ORD000289,P0074,4,452295.0
ORD000289,P0058,5,350000.0
ORD000289,P0043,3,3190000.0
ORD000289,P0082,1,1100220.0
ORD000290,P0032,1,11612.0
ORD000290,P0025,3,13867.0
ORD000290,P0004,1,42000.0
ORD000290,P0089,2,1725570.0
ORD000291,P0010,1,161939.0
ORD000291,P0072,2,1999750.0
