order_id,customer_id,order_date,payment_method,sales_channel,discount
ORD000076,C0182,2025-10-16T20:30:00,cash,online,0.0
ORD000077,C0044,2025-09-27T02:46:00,cash,offline,0.0
ORD000078,C0189,2025-02-02T03:08:00,e-wallet,offline,0.0
ORD000079,C0091,2025-12-14T04:55:00,transfer,offline,0.0
ORD000080,C0090,2025-10-15T04:46:00,e-wallet,shopee,0.0
ORD000081,C0114,2025-12-02T20:47:00,transfer,offline,0.0
ORD000082,C0060,2025-01-27T17:26:00,e-wallet,shopee,10000.0
ORD000083,C0074,2025-11-27T16:58:00,e-wallet,website,10000.0
ORD000084,C0146,2025-11-05T17:59:00,cash,offline,0.0
ORD000085,C0023,2025-07-26T02:06:00,transfer,offline,0.0
ORD000086,C0193,2025-05-17T21:19:00,transfer,offline,0.0
ORD000087,C0129,2025-12-28T04:19:00,e-wallet,offline,0.0
ORD000088,C0115,2025-09-29T03:23:00,transfer,offline,10000.0
ORD000089,C0175,2025-04-17T03:37:00,e-wallet,online,10000.0
ORD000090,C0102,2025-05-11T16:47:00,cash,online,0.0
ORD000091,C0121,2025-01-17T20:26:00,e-wallet,offline,0.0
ORD000092,C0097,2025-07-12T17:43:00,cash,shopee,10000.0
ORD000093,C0029,2025-01-18T04:42:00,cash,online,0.0
ORD000094,C0060,2025-10-04T19:48:00,card,offline,0.0
ORD000095,C0013,2025-06-27T02:42:00,transfer,shopee,0.0
ORD000096,C0182,2025-03-16T04:29:00,cash,website,0.0
ORD000097,C0019,2025-04-08T04:48:00,card,offline,0.0
ORD000098,C0194,2025-09-03T19:44:00,card,offline,0.0
ORD000099,C0053,2025-07-09T21:26:00,card,offline,50000.0
ORD000100,C0146,2025-05-06T23:35:00,e-wallet,online,0.0
ORD000101,C0165,2025-02-01T00:02:00,cash,shopee,0.0
ORD000102,C0142,2025-07-30T16:01:00,e-wallet,shopee,0.0
ORD000103,C0135,2025-05-10T21:17:00,card,shopee,0.0
ORD000104,C0003,2025-12-26T18:05:00,cash,website,0.0
ORD000105,C0012,2025-02-09T02:59:00,cash,website,20000.0
ORD000106,C0145,2025-05-05T01:53:00,cash,online,0.0
ORD000107,C0197,2025-11-12T01:25:00,e-wallet,offline,0.0
ORD000108,C0028,2025-02-16T16:19:00,e-wallet,offline,0.0
ORD000109,C0106,2025-07-19T04:05:00,transfer,offline,0.0
ORD000110,C0020,2025-07-04T20:15:00,e-wallet,offline,5000.0
ORD000111,C0153,2025-03-11T20:20:00,e-wallet,website,0.0
ORD000112,C0140,2025-04-04T02:49:00,e-wallet,shopee,0.0
ORD000113,C0036,2025-11-21T20:15:00,e-wallet,online,0.0
ORD000114,C0153,2025-11-23T17:06:00,e-wallet,website,0.0
ORD000115,C0133,2025-10-14T01:44:00,transfer,offline,0.0
ORD000116,C0022,2025-03-02T03:09:00,card,online,0.0
ORD000117,C0208,2025-12-30T17:01:00,transfer,online,0.0
ORD000118,C0048,2025-11-25T02:27:00,cash,shopee,0.0
ORD000119,C0205,2025-10-02T18:23:00,card,online,0.0
ORD000120,C0217,2025-08-24T01:11:00,transfer,offline,5000.0
ORD000121,C0048,2025-09-08T02:34:00,transfer,offline,0.0
ORD000122,C0130,2025-12-01T23:26:00,card,offline,10000.0
ORD000123,C0069,2025-10-06T21:34:00,cash,shopee,0.0
ORD000124,C0031,2025-05-02T19:51:00,transfer,shopee,0.0
ORD000125,C0181,2025-05-30T20:36:00,cash,website,50000.0
ORD000126,C0195,2025-12-13T22:31:00,e-wallet,online,0.0
ORD000127,C0192,2025-05-24T03:59:00,card,website,0.0
ORD000128,C0196,2025-01-25T16:06:00,e-wallet,offline,0.0
ORD000129,C0161,2025-06-07T03:44:00,cash,offline,0.0
ORD000130,C0109,2025-12-22T18:30:00,cash,offline,0.0
ORD000131,C0199,2025-03-11T02:43:00,e-wallet,offline,10000.0
ORD000132,C0039,2025-07-31T01:43:00,e-wallet,offline,5000.0
ORD000133,C0166,2025-02-13T19:35:00,transfer,online,20000.0
ORD000134,C0062,2025-09-11T22:07:00,card,website,5000.0
ORD000135,C0215,2025-10-19T22:23:00,cash,offline,0.0
ORD000136,C0016,2025-07-24T00:18:00,transfer,offline,0.0
ORD000137,C0165,2025-02-03T20:44:00,e-wallet,offline,0.0
ORD000138,C0169,2025-03-31T17:00:00,transfer,offline,0.0
ORD000139,C0148,2025-11-18T17:31:00,card,shopee,0.0
ORD000140,C0220,2025-01-07T19:02:00,e-wallet,offline,0.0
ORD000141,C0020,2025-10-20T21:07:00,cash,website,0.0
ORD000142,C0142,2025-08-22T16:23:00,transfer,online,0.0
ORD000143,C0199,2025-04-12T03:57:00,cash,website,20000.0
ORD000144,C0136,2025-05-02T22:31:00,e-wallet,website,0.0
ORD000145,C0082,2025-08-20T20:14:00,transfer,offline,0.0
ORD000146,C0105,2025-03-04T00:22:00,cash,offline,0.0
ORD000147,C0141,2025-05-08T17:29:00,transfer,offline,10000.0
ORD000148,C0067,2025-02-08T16:04:00,cash,website,0.0
ORD000149,C0119,2025-01-26T18:59:00,transfer,offline,0.0
ORD000150,C0166,2025-06-01T23:26:00,transfer,online,0.0
ORD000151,C0007,2025-06-14T01:14:00,e-wallet,online,0.0
ORD000152,C0026,2025-05-08T02:15:00,e-wallet,offline,0.0
ORD000153,C0189,2025-12-24T21:58:00,e-wallet,online,10000.0
ORD000154,C0135,2025-09-02T16:21:00,cash,shopee,10000.0
ORD000155,C0144,2025-12-23T01:50:00,card,offline,0.0
ORD000156,C0155,2025-06-13T04:39:00,transfer,offline,0.0
ORD000157,C0082,2025-03-28T02:56:00,cash,shopee,0.0
ORD000158,C0019,2025-01-18T20:01:00,transfer,shopee,50000.0
ORD000159,C0158,2025-09-06T03:01:00,cash,offline,0.0
ORD000160,C0068,2025-12-05T20:19:00,e-wallet,offline,0.0
ORD000161,C0023,2025-06-01T02:40:00,card,shopee,5000.0
ORD000162,C0115,2025-01-23T20:28:00,cash,shopee,5000.0
ORD000163,C0016,2025-07-19T00:26:00,cash,online,0.0
ORD000164,C0021,2025-12-16T22:12:00,card,website,0.0
ORD000165,C0026,2025-05-28T00:56:00,e-wallet,offline,0.0
ORD000166,C0178,2025-07-25T16:25:00,card,offline,20000.0
ORD000167,C0023,2025-04-07T23:13:00,cash,offline,0.0
ORD000168,C0117,2025-01-26T21:45:00,cash,shopee,0.0
ORD000169,C0122,2025-10-29T00:22:00,e-wallet,offline,5000.0
ORD000170,C0174,2025-04-16T20:41:00,transfer,online,10000.0
ORD000171,C0182,2025-11-26T20:27:00,cash,offline,0.0
ORD000172,C0071,2025-05-15T02:45:00,card,shopee,0.0
ORD000173,C0164,2025-09-02T02:22:00,card,shopee,10000.0
ORD000174,C0191,2025-06-07T22:50:00,cash,online,0.0
ORD000175,C0052,2025-06-25T22:36:00,card,online,0.0
ORD000176,C0123,2025-07-16T16:02:00,transfer,offline,0.0
ORD000177,C0089,2025-06-09T18:06:00,card,offline,0.0
ORD000178,C0058,2025-03-09T19:46:00,e-wallet,website,5000.0
ORD000179,C0153,2025-01-26T02:06:00,e-wallet,shopee,0.0
ORD000180,C0170,2025-09-24T20:39:00,cash,online,5000.0
ORD000181,C0054,2025-12-19T23:21:00,transfer,website,50000.0
ORD000182,C0117,2025-06-01T20:29:00,card,shopee,0.0
ORD000183,C0030,2025-02-19T04:56:00,e-wallet,website,20000.0
ORD000184,C0209,2025-06-25T18:07:00,e-wallet,online,0.0
ORD000185,C0152,2025-09-06T04:36:00,transfer,online,0.0
ORD000186,C0174,2025-09-27T04:47:00,cash,offline,0.0
ORD000187,C0212,2025-10-14T01:03:00,e-wallet,website,0.0
ORD000188,C0126,2025-06-14T19:21:00,e-wallet,offline,0.0
ORD000189,C0024,2025-11-07T01:40:00,card,offline,0.0
ORD000190,C0159,2025-11-04T23:45:00,card,online,0.0
ORD000191,C0031,2025-07-21T19:29:00,cash,shopee,0.0
ORD000192,C0131,2025-04-02T03:37:00,card,online,0.0
ORD000193,C0071,2025-07-23T21:18:00,card,shopee,0.0
ORD000194,C0052,2025-04-19T01:45:00,card,shopee,0.0
ORD000195,C0171,2025-12-30T22:43:00,cash,shopee,10000.0
ORD000196,C0076,2025-04-16T04:34:00,transfer,shopee,0.0
ORD000197,C0074,2025-12-22T02:03:00,transfer,online,20000.0
ORD000198,C0045,2025-09-21T17:24:00,transfer,online,0.0
ORD000199,C0120,2025-12-30T18:02:00,e-wallet,shopee,20000.0
ORD000200,C0201,2025-12-29T21:33:00,e-wallet,online,10000.0
ORD000201,C0057,2025-04-21T02:21:00,e-wallet,website,0.0
ORD000202,C0165,2025-11-12T01:15:00,card,offline,0.0
ORD000203,C0198,2025-10-04T00:00:00,cash,offline,0.0
ORD000204,C0118,2025-06-19T16:05:00,cash,online,0.0
ORD000205,C0116,2025-11-19T22:27:00,cash,shopee,5000.0
ORD000206,C0202,2025-12-18T20:38:00,e-wallet,shopee,0.0
ORD000207,C0137,2025-04-23T18:47:00,transfer,offline,0.0
ORD000208,C0011,2025-01-04T01:38:00,card,offline,0.0
ORD000209,C0214,2025-05-10T19:07:00,e-wallet,online,0.0
ORD000210,C0018,2025-05-09T17:12:00,transfer,offline,5000.0
ORD000211,C0081,2025-08-08T18:00:00,card,offline,0.0
ORD000212,C0028,2025-04-01T02:38:00,transfer,offline,0.0
ORD000213,C0020,2025-01-11T00:40:00,cash,online,0.0
ORD000214,C0058,2025-10-30T03:54:00,cash,shopee,0.0
ORD000215,C0041,2025-04-03T01:36:00,cash,offline,0.0
ORD000216,C0167,2025-06-15T17:45:00,cash,online,0.0
ORD000217,C0059,2025-02-10T00:41:00,transfer,offline,0.0
ORD000218,C0214,2025-07-30T16:15:00,cash,website,0.0
ORD000219,C0104,2025-11-04T01:40:00,card,website,0.0
ORD000220,C0121,2025-09-04T18:14:00,card,offline,0.0
ORD000221,C0099,2025-03-09T17:01:00,transfer,online,0.0
ORD000222,C0201,2025-10-01T00:48:00,cash,website,0.0
ORD000223,C0110,2025-04-29T04:30:00,card,online,10000.0
ORD000224,C0191,2025-01-05T01:33:00,card,offline,0.0
ORD000225,C0167,2025-10-27T20:16:00,e-wallet,offline,0.0
ORD000226,C0087,2025-10-10T01:44:00,transfer,online,0.0
ORD000227,C0010,2025-07-16T22:39:00,e-wallet,offline,50000.0
ORD000228,C0168,2025-01-01T18:05:00,card,offline,0.0
ORD000229,C0148,2025-05-10T03:28:00,e-wallet,online,5000.0
ORD000230,C0091,2025-04-23T01:17:00,transfer,offline,0.0
ORD000231,C0052,2025-05-09T01:22:00,e-wallet,online,0.0
ORD000232,C0096,2025-11-14T21:31:00,e-wallet,offline,0.0
ORD000233,C0176,2025-03-31T23:07:00,card,offline,0.0
ORD000234,C0103,2025-05-24T23:11:00,transfer,online,0.0
ORD000235,C0207,2025-01-05T18:26:00,e-wallet,offline,0.0
ORD000236,C0016,2025-04-21T20:30:00,card,offline,0.0
ORD000237,C0200,2025-05-26T21:20:00,transfer,website,0.0
ORD000238,C0042,2025-06-25T19:20:00,card,website,0.0
ORD000239,C0048,2025-01-12T18:46:00,cash,offline,0.0
ORD000240,C0017,2025-09-01T00:03:00,cash,offline,0.0
ORD000241,C0168,2025-07-19T20:14:00,transfer,online,0.0
ORD000242,C0170,2025-07-02T21:55:00,transfer,online,0.0
ORD000243,C0089,2025-09-05T00:14:00,card,offline,10000.0
ORD000244,C0002,2025-10-08T21:12:00,e-wallet,offline,50000.0
ORD000245,C0205,2025-11-11T04:44:00,transfer,offline,0.0
ORD000246,C0083,2025-01-10T18:03:00,card,offline,10000.0
ORD000247,C0032,2025-05-08T22:49:00,card,website,0.0
ORD000248,C0043,2025-05-23T01:07:00,transfer,offline,0.0
ORD000249,C0159,2025-06-24T04:40:00,cash,offline,0.0
ORD000250,C0207,2025-08-14T03:12:00,card,website,0.0
ORD000251,C0139,2025-12-23T23:12:00,transfer,offline,0.0
ORD000252,C0117,2025-01-02T04:40:00,transfer,offline,0.0
ORD000253,C0175,2025-09-13T04:35:00,card,offline,0.0
ORD000254,C0012,2025-03-08T18:55:00,cash,online,0.0
ORD000255,C0135,2025-11-17T03:37:00,transfer,shopee,0.0
ORD000256,C0191,2025-08-01T21:50:00,cash,offline,0.0
ORD000257,C0028,2025-11-24T01:22:00,transfer,online,0.0
ORD000258,C0145,2025-10-07T19:24:00,cash,website,0.0
ORD000259,C0211,2025-12-20T20:58:00,e-wallet,offline,5000.0
ORD000260,C0066,2025-06-03T17:36:00,transfer,online,0.0
ORD000261,C0207,2025-10-23T22:05:00,cash,website,0.0
ORD000262,C0139,2025-10-17T18:20:00,e-wallet,website,0.0
ORD000263,C0075,2025-07-21T18:08:00,e-wallet,online,0.0
ORD000264,C0158,2025-09-26T19:15:00,cash,offline,0.0
ORD000265,C0090,2025-04-08T21:22:00,e-wallet,online,0.0
ORD000266,C0187,2025-02-13T17:47:00,card,offline,0.0
ORD000267,C0121,2025-01-12T21:13:00,transfer,shopee,0.0
ORD000268,C0179,2025-11-13T20:03:00,card,website,0.0
ORD000269,C0098,2025-09-19T03:06:00,cash,offline,0.0
ORD000270,C0078,2025-05-02T00:17:00,card,offline,0.0
ORD000271,C0107,2025-05-05T01:09:00,transfer,offline,0.0
ORD000272,C0181,2025-09-26T18:27:00,cash,offline,0.0
ORD000273,C0156,2025-10-19T01:14:00,transfer,online,0.0
ORD000274,C0036,2025-03-25T19:14:00,e-wallet,offline,20000.0
ORD000275,C0113,2025-11-12T23:44:00,cash,online,0.0
ORD000276,C0135,2025-11-26T03:50:00,cash,website,0.0
ORD000277,C0102,2025-01-22T00:24:00,e-wallet,website,0.0
ORD000278,C0014,2025-12-21T00:57:00,cash,offline,0.0
ORD000279,C0083,2025-08-19T16:11:00,cash,offline,0.0
ORD000280,C0022,2025-09-27T03:24:00,transfer,offline,20000.0
ORD000281,C0197,2025-08-17T20:40:00,cash,online,0.0
ORD000282,C0128,2025-09-14T00:51:00,e-wallet,online,0.0
ORD000283,C0141,2025-05-24T01:40:00,card,offline,5000.0
ORD000284,C0178,2025-12-26T01:36:00,card,offline,20000.0
ORD000285,C0178,2025-05-21T21:33:00,e-wallet,shopee,5000.0
ORD000286,C0074,2025-08-08T01:54:00,e-wallet,online,0.0
ORD000287,C0204,2025-03-03T03:54:00,cash,offline,0.0
ORD000288,C0164,2025-04-15T03:18:00,cash,shopee,0.0
ORD000289,C0214,2025-06-24T02:30:00,card,online,0.0
ORD000290,C0176,2025-06-20T04:58:00,e-wallet,offline,0.0
ORD000291,C0213,2025-06-04T19:33:00,cash,offline,0.0
ORD000292,C0124,2025-09-26T20:49:00,transfer,offline,0.0
ORD000293,C0080,2025-01-24T02:54:00,cash,online,20000.0
ORD000294,C0050,2025-05-27T20:34:00,cash,offline,20000.0
ORD000295,C0090,2025-10-09T21:17:00,cash,offline,0.0
ORD000296,C0121,2025-12-12T16:06:00,e-wallet,online,0.0
ORD000297,C0137,2025-02-11T04:48:00,e-wallet,offline,0.0
ORD000298,C0158,2025-05-13T21:25:00,card,online,0.0
ORD000299,C0029,2025-06-29T23:29:00,cash,offline,0.0
ORD000300,C0141,2025-03-23T23:24:00,e-wallet,shopee,0.0
ORD000301,C0088,2025-10-07T03:15:00,e-wallet,offline,0.0
ORD000302,C0143,2025-02-19T23:11:00,e-wallet,offline,0.0
ORD000303,C0036,2025-10-26T04:40:00,e-wallet,offline,0.0
ORD000304,C0157,2025-09-19T22:54:00,cash,offline,0.0
ORD000305,C0073,2025-01-16T19:27:00,transfer,shopee,0.0
ORD000306,C0093,2025-08-02T18:18:00,cash,offline,0.0
ORD000307,C0128,2025-05-03T03:32:00,card,offline,50000.0
ORD000308,C0021,2025-09-26T01:05:00,cash,shopee,0.0
ORD000309,C0014,2025-06-26T00:49:00,card,offline,0.0
ORD000310,C0010,2025-12-23T01:47:00,transfer,online,0.0
ORD000311,C0033,2025-09-16T17:54:00,cash,online,0.0
ORD000312,C0205,2025-09-28T16:21:00,transfer,offline,0.0
ORD000313,C0038,2025-09-29T22:00:00,cash,offline,0.0
ORD000314,C0167,2025-05-20T21:17:00,transfer,shopee,0.0
ORD000315,C0003,2025-12-11T16:53:00,e-wallet,offline,0.0
ORD000316,C0050,2025-01-18T16:39:00,transfer,website,0.0
ORD000317,C0220,2025-11-06T18:24:00,card,offline,0.0
ORD000318,C0200,2025-02-07T20:49:00,card,website,0.0
ORD000319,C0018,2025-09-09T19:39:00,e-wallet,offline,0.0
ORD000320,C0019,2025-02-07T01:46:00,cash,shopee,5000.0
ORD000321,C0132,2025-12-30T04:31:00,cash,online,0.0
ORD000322,C0138,2025-07-03T21:43:00,card,offline,0.0
ORD000323,C0011,2025-07-17T02:12:00,e-wallet,offline,0.0
ORD000324,C0152,2025-05-03T23:24:00,e-wallet,website,0.0
ORD000325,C0015,2025-06-23T04:46:00,e-wallet,website,0.0
ORD000326,C0149,2025-04-30T17:02:00,transfer,offline,0.0
ORD000327,C0210,2025-02-24T17:31:00,e-wallet,offline,0.0
ORD000328,C0086,2025-02-02T17:17:00,transfer,offline,0.0
ORD000329,C0026,2025-11-21T01:24:00,e-wallet,shopee,20000.0
ORD000330,C0106,2025-05-03T18:39:00,card,offline,20000.0
ORD000331,C0195,2025-10-05T00:14:00,transfer,shopee,5000.0
ORD000332,C0012,2025-01-29T02:23:00,e-wallet,offline,0.0
ORD000333,C0030,2025-02-06T19:46:00,cash,offline,0.0
ORD000334,C0150,2025-09-06T16:56:00,transfer,online,20000.0
ORD000335,C0033,2025-01-18T03:36:00,e-wallet,offline,0.0
ORD000336,C0076,2025-11-06T18:50:00,e-wallet,website,0.0
ORD000337,C0084,2025-08-12T01:14:00,cash,offline,0.0
ORD000338,C0105,2025-04-22T18:22:00,card,offline,0.0
ORD000339,C0036,2025-12-27T22:11:00,card,online,0.0
ORD000340,C0173,2025-07-06T16:07:00,cash,online,0.0
ORD000341,C0030,2025-11-29T23:47:00,card,offline,0.0
ORD000342,C0208,2025-02-03T19:57:00,card,offline,10000.0
ORD000343,C0108,2025-08-17T03:41:00,card,offline,0.0
ORD000344,C0171,2025-12-24T00:53:00,card,offline,0.0
ORD000345,C0013,2025-03-17T21:18:00,transfer,offline,0.0
ORD000346,C0048,2025-04-17T00:45:00,card,offline,0.0
ORD000347,C0032,2025-01-13T22:59:00,cash,website,0.0
ORD000348,C0075,2025-10-22T02:09:00,cash,offline,50000.0
ORD000349,C0024,2025-06-17T16:38:00,cash,website,50000.0
ORD000350,C0184,2025-08-07T21:24:00,cash,offline,0.0
ORD000351,C0207,2025-08-07T03:57:00,card,offline,0.0
ORD000352,C0070,2025-08-01T18:35:00,e-wallet,offline,0.0
ORD000353,C0144,2025-08-26T19:01:00,e-wallet,offline,20000.0
ORD000354,C0145,2025-08-12T20:40:00,transfer,online,20000.0
ORD000355,C0093,2025-08-04T02:58:00,transfer,online,0.0
ORD000356,C0133,2025-05-25T21:49:00,transfer,shopee,10000.0
ORD000357,C0180,2025-02-28T22:29:00,card,offline,50000.0
ORD000358,C0034,2025-02-10T22:44:00,cash,shopee,0.0
ORD000359,C0194,2025-02-20T04:07:00,card,offline,0.0
ORD000360,C0194,2025-10-03T16:46:00,e-wallet,offline,0.0
ORD000361,C0173,2025-02-24T18:53:00,cash,shopee,0.0
ORD000362,C0127,2025-07-05T03:18:00,e-wallet,online,20000.0
ORD000363,C0105,2025-05-29T22:12:00,cash,offline,0.0
ORD000364,C0051,2025-06-23T19:38:00,card,shopee,0.0
ORD000365,C0197,2025-08-21T17:07:00,cash,shopee,5000.0
ORD000366,C0174,2025-06-17T18:19:00,transfer,offline,0.0
ORD000367,C0196,2025-01-17T22:56:00,card,website,0.0
ORD000368,C0176,2025-10-05T01:30:00,e-wallet,online,0.0
ORD000369,C0094,2025-06-29T04:47:00,e-wallet,offline,0.0
ORD000370,C0064,2025-05-02T02:19:00,cash,online,0.0
ORD000371,C0179,2025-08-30T01:01:00,card,online,0.0
ORD000372,C0216,2025-10-02T19:18:00,cash,shopee,0.0
ORD000373,C0146,2025-09-29T23:27:00,card,offline,0.0
ORD000374,C0107,2025-07-25T20:39:00,transfer,online,0.0
ORD000375,C0164,2025-10-01T04:39:00,transfer,offline,0.0
ORD000376,C0061,2025-07-27T19:07:00,e-wallet,online,0.0
ORD000377,C0010,2025-04-14T18:17:00,transfer,online,0.0
ORD000378,C0006,2025-01-29T17:20:00,transfer,offline,10000.0
ORD000379,C0065,2025-09-12T17:15:00,e-wallet,shopee,0.0
ORD000380,C0028,2025-03-31T19:17:00,cash,offline,0.0
ORD000381,C0184,2025-07-08T20:01:00,card,online,10000.0
ORD000382,C0100,2025-01-05T22:59:00,card,website,0.0
ORD000383,C0108,2025-11-06T03:52:00,transfer,online,0.0
ORD000384,C0081,2025-10-22T17:07:00,transfer,shopee,0.0
ORD000385,C0123,2025-03-10T20:11:00,transfer,offline,0.0
ORD000386,C0159,2025-08-09T01:16:00,cash,shopee,5000.0
ORD000387,C0212,2025-12-11T23:07:00,card,offline,0.0
ORD000388,C0111,2025-04-17T01:13:00,card,offline,0.0
ORD000389,C0189,2025-11-02T20:04:00,card,website,0.0
ORD000390,C0159,2025-07-15T20:25:00,e-wallet,website,10000.0
ORD000391,C0012,2025-03-07T23:55:00,card,offline,0.0
ORD000392,C0067,2025-03-26T03:29:00,e-wallet,online,0.0
ORD000393,C0053,2025-05-26T18:53:00,transfer,online,0.0
ORD000394,C0147,2025-04-03T22:58:00,card,offline,0.0
ORD000395,C0152,2025-02-24T21:09:00,card,online,0.0
ORD000396,C0012,2025-12-03T01:28:00,transfer,website,0.0
ORD000397,C0155,2025-07-15T17:25:00,cash,website,0.0
ORD000398,C0193,2025-12-01T18:07:00,transfer,offline,0.0
ORD000399,C0100,2025-09-01T20:36:00,cash,offline,0.0
ORD000400,C0206,2025-09-02T20:09:00,cash,online,0.0
ORD000401,C0129,2025-01-09T17:47:00,card,online,20000.0
ORD000402,C0208,2025-04-06T19:11:00,e-wallet,online,0.0
ORD000403,C0123,2025-08-25T03:25:00,e-wallet,shopee,0.0
ORD000404,C0049,2025-01-14T19:30:00,transfer,offline,0.0
ORD000405,C0040,2025-12-26T23:31:00,cash,offline,0.0
ORD000406,C0107,2025-09-12T03:37:00,e-wallet,online,0.0
ORD000407,C0016,2025-09-28T16:27:00,e-wallet,offline,0.0
ORD000408,C0042,2025-05-29T03:12:00,card,website,0.0
ORD000409,C0107,2025-12-12T02:47:00,cash,shopee,0.0
ORD000410,C0127,2025-06-05T19:13:00,transfer,shopee,0.0
ORD000411,C0031,2025-10-15T19:31:00,card,website,0.0
ORD000412,C0194,2025-02-26T17:50:00,transfer,website,5000.0
