order_id,product_id,quantity,selling_price,customer_id,order_date,payment_method,sales_channel,discount,city,customer_type,join_date,product_name,category,brand,unit,unit_price,reorder_level,source_type,year_month,line_revenue,allocated_discount,net_revenue
ORD000006,P0011,3,5000.0,C0179,2025-03-07 02:55:00,card,website,0.0,Nha Trang,office,2024-06-30,Bút bi xanh 0.5 mm,Bút viết,Thiên Long,cây,5000.0,70,lecturer_sample,2025-03,15000.0,0.0,15000.0
ORD000006,P0043,12,3190000.0,C0179,2025-03-07 02:55:00,card,website,0.0,Nha Trang,office,2024-06-30,Máy in laser đơn sắc,Thiết bị văn phòng,Brother,chiếc,3190000.0,3,lecturer_sample,2025-03,38280000.0,0.0,38280000.0
ORD000006,P0006,4,80805.0,C0179,2025-03-07 02:55:00,card,website,0.0,Nha Trang,office,2024-06-30,Giấy in A4 70 gsm,Vở và giấy,Double A,ram,82000.0,25,lecturer_sample,2025-03,323220.0,0.0,323220.0
ORD000007,P0055,23,259696.0,C0022,2025-05-08 17:35:00,e-wallet,offline,0.0,TP. Hồ Chí Minh,wholesale,2024-11-21,Thẻ nhớ microSD 64 GB,Phụ kiện máy tính,SanDisk,chiếc,280000.0,10,lecturer_sample,2025-05,5973008.0,0.0,5973008.0
ORD000007,P0073,24,2499750.0,C0022,2025-05-08 17:35:00,e-wallet,offline,0.0,TP. Hồ Chí Minh,wholesale,2024-11-21,Apple HomePod Mini Cosmic Grey,Phụ kiện máy tính,Apple,cái,2499750.0,5,public_api,2025-05,59994000.0,0.0,59994000.0
ORD000007,P0074,28,499750.0,C0022,2025-05-08 17:35:00,e-wallet,offline,0.0,TP. Hồ Chí Minh,wholesale,2024-11-21,Apple iPhone Charger,Phụ kiện máy tính,Apple,cái,499750.0,6,public_api,2025-05,13993000.0,0.0,13993000.0
ORD000007,P0046,29,890000.0,C0022,2025-05-08 17:35:00,e-wallet,offline,0.0,TP. Hồ Chí Minh,wholesale,2024-11-21,Máy ép plastic A4,Thiết bị văn phòng,Deli,chiếc,890000.0,4,lecturer_sample,2025-05,25810000.0,0.0,25810000.0
ORD000008,P0016,5,25000.0,C0055,2025-05-17 02:05:00,e-wallet,online,5000.0,Đà Nẵng,retail,2024-07-28,Ống mực bút máy xanh,Bút viết,Hồng Hà,hộp,25000.0,25,lecturer_sample,2025-05,125000.0,5000.0,120000.0
ORD000009,P0078,22,1653300.0,C0009,2025-04-29 20:45:00,transfer,offline,0.0,Đà Nẵng,wholesale,2023-12-01,Soumission,Sách,Unknown,quyển,1653300.0,22,public_website,2025-04,36372600.0,0.0,36372600.0
ORD000009,P0079,9,1537657.0,C0009,2025-04-29 20:45:00,transfer,offline,0.0,Đà Nẵng,wholesale,2023-12-01,Sharp Objects,Sách,Unknown,quyển,1578060.0,24,public_website,2025-04,13838913.0,0.0,13838913.0
ORD000009,P0022,7,18000.0,C0009,2025-04-29 20:45:00,transfer,offline,0.0,Đà Nẵng,wholesale,2023-12-01,Thước ê ke 2 chiếc,Dụng cụ học tập,Deli,bộ,18000.0,20,lecturer_sample,2025-04,126000.0,0.0,126000.0
ORD000010,P0085,5,1720950.0,C0203,2025-06-08 01:47:00,e-wallet,website,0.0,Cần Thơ,retail,2024-02-19,The Black Maria,Sách,Unknown,quyển,1720950.0,16,public_website,2025-06,8604750.0,0.0,8604750.0
ORD000010,P0039,4,28000.0,C0203,2025-06-08 01:47:00,e-wallet,website,0.0,Cần Thơ,retail,2024-02-19,Kẹp bướm 25 mm,Hồ sơ và lưu trữ,Deli,hộp,28000.0,25,lecturer_sample,2025-06,112000.0,0.0,112000.0
ORD000010,P0042,1,40577.0,C0203,2025-06-08 01:47:00,e-wallet,website,0.0,Cần Thơ,retail,2024-02-19,Pin AAA 4 viên,Thiết bị văn phòng,Panasonic,vỉ,42000.0,22,lecturer_sample,2025-06,40577.0,0.0,40577.0
ORD000011,P0059,26,52352.0,C0155,2025-05-09 16:05:00,cash,website,0.0,Hải Phòng,wholesale,2024-12-16,Tấm lót chuột,Phụ kiện máy tính,OEM,chiếc,55000.0,20,lecturer_sample,2025-05,1361152.0,0.0,1361152.0
ORD000012,P0085,4,1720950.0,C0196,2025-03-31 23:33:00,cash,online,0.0,Hà Nội,student,2024-01-02,The Black Maria,Sách,Unknown,quyển,1720950.0,16,public_website,2025-03,6883800.0,0.0,6883800.0
ORD000012,P0017,1,8367.0,C0196,2025-03-31 23:33:00,cash,online,0.0,Hà Nội,student,2024-01-02,Bút chì 2B,Bút viết,Staedtler,cây,9000.0,45,lecturer_sample,2025-03,8367.0,0.0,8367.0
ORD000012,P0052,4,290000.0,C0196,2025-03-31 23:33:00,cash,online,0.0,Hà Nội,student,2024-01-02,Bàn phím có dây,Phụ kiện máy tính,Logitech,chiếc,290000.0,8,lecturer_sample,2025-03,1160000.0,0.0,1160000.0
ORD000013,P0023,22,42000.0,C0103,2025-10-09 16:29:00,cash,shopee,50000.0,Cần Thơ,wholesale,2024-09-01,Compa học sinh,Dụng cụ học tập,Maped,chiếc,42000.0,15,lecturer_sample,2025-10,924000.0,50000.0,874000.0
ORD000014,P0045,4,1745705.0,C0014,2025-04-08 00:23:00,transfer,website,0.0,Biên Hòa,retail,2024-12-05,Máy hủy tài liệu,Thiết bị văn phòng,Silicon,chiếc,1850000.0,3,lecturer_sample,2025-04,6982820.0,0.0,6982820.0
ORD000014,P0039,1,26734.0,C0014,2025-04-08 00:23:00,transfer,website,0.0,Biên Hòa,retail,2024-12-05,Kẹp bướm 25 mm,Hồ sơ và lưu trữ,Deli,hộp,28000.0,25,lecturer_sample,2025-04,26734.0,0.0,26734.0
ORD000014,P0005,2,73309.0,C0014,2025-04-08 00:23:00,transfer,website,0.0,Biên Hòa,retail,2024-12-05,Sổ tay bìa da A5,Vở và giấy,OEM,quyển,79000.0,15,lecturer_sample,2025-04,146618.0,0.0,146618.0
ORD000015,P0077,27,1773420.0,C0004,2025-10-10 22:05:00,transfer,online,0.0,TP. Hồ Chí Minh,wholesale,2024-09-02,Tipping the Velvet,Sách,Unknown,quyển,1773420.0,19,public_website,2025-10,47882340.0,0.0,47882340.0
ORD000015,P0083,27,591690.0,C0004,2025-10-10 22:05:00,transfer,online,0.0,TP. Hồ Chí Minh,wholesale,2024-09-02,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Sách,Unknown,quyển,591690.0,10,public_website,2025-10,15975630.0,0.0,15975630.0
ORD000016,P0014,3,11723.0,C0214,2025-09-05 23:15:00,transfer,website,0.0,Biên Hòa,student,2024-05-31,Bút gel xanh 0.5 mm,Bút viết,Deli,cây,12000.0,40,lecturer_sample,2025-09,35169.0,0.0,35169.0
ORD000016,P0018,3,35936.0,C0214,2025-09-05 23:15:00,transfer,website,0.0,Biên Hòa,student,2024-05-31,Bút chì kim 0.5 mm,Bút viết,Pentel,cây,38000.0,20,lecturer_sample,2025-09,107808.0,0.0,107808.0
ORD000017,P0052,5,290000.0,C0211,2025-01-02 20:46:00,card,offline,50000.0,Huế,retail,2024-07-04,Bàn phím có dây,Phụ kiện máy tính,Logitech,chiếc,290000.0,8,lecturer_sample,2025-01,1450000.0,17354.3621924807,1432645.6378075194
ORD000017,P0044,3,909208.0,C0211,2025-01-02 20:46:00,card,offline,50000.0,Huế,retail,2024-07-04,Mực in laser đen,Thiết bị văn phòng,Brother,hộp,920000.0,5,lecturer_sample,2025-01,2727624.0,32645.637807519295,2694978.362192481
ORD000018,P0037,1,95000.0,C0062,2025-10-20 22:14:00,transfer,online,0.0,TP. Hồ Chí Minh,student,2023-12-01,Cặp tài liệu A4,Hồ sơ và lưu trữ,OEM,chiếc,95000.0,10,lecturer_sample,2025-10,95000.0,0.0,95000.0
ORD000018,P0028,5,78000.0,C0062,2025-10-20 22:14:00,transfer,online,0.0,TP. Hồ Chí Minh,student,2023-12-01,Bộ màu nước 12 màu,Dụng cụ học tập,Pentel,bộ,78000.0,12,lecturer_sample,2025-10,390000.0,0.0,390000.0
ORD000018,P0042,1,39464.0,C0062,2025-10-20 22:14:00,transfer,online,0.0,TP. Hồ Chí Minh,student,2023-12-01,Pin AAA 4 viên,Thiết bị văn phòng,Panasonic,vỉ,42000.0,22,lecturer_sample,2025-10,39464.0,0.0,39464.0
ORD000018,P0084,5,672250.0,C0062,2025-10-20 22:14:00,transfer,online,0.0,TP. Hồ Chí Minh,student,2023-12-01,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Sách,Unknown,quyển,745800.0,13,public_website,2025-10,3361250.0,0.0,3361250.0
ORD000019,P0072,15,1954437.0,C0037,2025-07-30 02:09:00,e-wallet,online,0.0,Nha Trang,wholesale,2024-02-17,Apple Airpower Wireless Charger,Phụ kiện máy tính,Apple,cái,1999750.0,1,public_api,2025-07,29316555.0,0.0,29316555.0
ORD000020,P0044,1,920000.0,C0098,2025-06-13 02:45:00,card,website,0.0,TP. Hồ Chí Minh,retail,2024-12-16,Mực in laser đen,Thiết bị văn phòng,Brother,hộp,920000.0,5,lecturer_sample,2025-06,920000.0,0.0,920000.0
ORD000020,P0048,1,11560.0,C0098,2025-06-13 02:45:00,card,website,0.0,TP. Hồ Chí Minh,retail,2024-12-16,Kim bấm số 10,Thiết bị văn phòng,Max,hộp,12000.0,35,lecturer_sample,2025-06,11560.0,0.0,11560.0
ORD000020,P0055,1,280000.0,C0098,2025-06-13 02:45:00,card,website,0.0,TP. Hồ Chí Minh,retail,2024-12-16,Thẻ nhớ microSD 64 GB,Phụ kiện máy tính,SanDisk,chiếc,280000.0,10,lecturer_sample,2025-06,280000.0,0.0,280000.0
ORD000020,P0022,3,16275.0,C0098,2025-06-13 02:45:00,card,website,0.0,TP. Hồ Chí Minh,retail,2024-12-16,Thước ê ke 2 chiếc,Dụng cụ học tập,Deli,bộ,18000.0,20,lecturer_sample,2025-06,48825.0,0.0,48825.0
ORD000021,P0014,7,12000.0,C0204,2025-01-29 20:22:00,transfer,offline,0.0,Cần Thơ,wholesale,2023-12-11,Bút gel xanh 0.5 mm,Bút viết,Deli,cây,12000.0,40,lecturer_sample,2025-01,84000.0,0.0,84000.0
ORD000021,P0048,17,12000.0,C0204,2025-01-29 20:22:00,transfer,offline,0.0,Cần Thơ,wholesale,2023-12-11,Kim bấm số 10,Thiết bị văn phòng,Max,hộp,12000.0,35,lecturer_sample,2025-01,204000.0,0.0,204000.0
ORD000022,P0057,4,211417.0,C0062,2025-09-13 01:09:00,cash,website,0.0,TP. Hồ Chí Minh,student,2023-12-01,Cáp USB-C 1 m,Phụ kiện máy tính,Anker,sợi,220000.0,15,lecturer_sample,2025-09,845668.0,0.0,845668.0
ORD000023,P0027,5,92000.0,C0041,2025-02-07 23:22:00,cash,offline,0.0,Cần Thơ,student,2024-08-28,Bộ màu sáp 24 màu,Dụng cụ học tập,Crayola,bộ,92000.0,12,lecturer_sample,2025-02,460000.0,0.0,460000.0
ORD000023,P0088,3,533872.0,C0041,2025-02-07 23:22:00,cash,offline,0.0,Cần Thơ,student,2024-08-28,Set Me Free,Sách,Unknown,quyển,576180.0,24,public_website,2025-02,1601616.0,0.0,1601616.0
ORD000023,P0040,4,18000.0,C0041,2025-02-07 23:22:00,cash,offline,0.0,Cần Thơ,student,2024-08-28,Kẹp giấy 33 mm,Hồ sơ và lưu trữ,Plus,hộp,18000.0,30,lecturer_sample,2025-02,72000.0,0.0,72000.0
ORD000023,P0028,5,75664.0,C0041,2025-02-07 23:22:00,cash,offline,0.0,Cần Thơ,student,2024-08-28,Bộ màu nước 12 màu,Dụng cụ học tập,Pentel,bộ,78000.0,12,lecturer_sample,2025-02,378320.0,0.0,378320.0
ORD000023,P0090,1,1117599.0,C0041,2025-02-07 23:22:00,cash,offline,0.0,Cần Thơ,student,2024-08-28,Rip it Up and Start Again,Sách,Unknown,quyển,1155660.0,30,public_website,2025-02,1117599.0,0.0,1117599.0
ORD000024,P0074,2,499750.0,C0214,2025-05-28 04:51:00,transfer,online,0.0,Biên Hòa,student,2024-05-31,Apple iPhone Charger,Phụ kiện máy tính,Apple,cái,499750.0,6,public_api,2025-05,999500.0,0.0,999500.0
ORD000025,P0005,2,77332.0,C0161,2025-11-27 16:19:00,e-wallet,offline,0.0,Hà Nội,student,2024-02-11,Sổ tay bìa da A5,Vở và giấy,OEM,quyển,79000.0,15,lecturer_sample,2025-11,154664.0,0.0,154664.0
ORD000025,P0033,3,69000.0,C0161,2025-11-27 16:19:00,e-wallet,offline,0.0,Hà Nội,student,2024-02-11,Bìa còng 5 cm,Hồ sơ và lưu trữ,King Jim,chiếc,69000.0,18,lecturer_sample,2025-11,207000.0,0.0,207000.0
ORD000025,P0006,3,75696.0,C0161,2025-11-27 16:19:00,e-wallet,offline,0.0,Hà Nội,student,2024-02-11,Giấy in A4 70 gsm,Vở và giấy,Double A,ram,82000.0,25,lecturer_sample,2025-11,227088.0,0.0,227088.0
ORD000025,P0084,4,691030.0,C0161,2025-11-27 16:19:00,e-wallet,offline,0.0,Hà Nội,student,2024-02-11,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Sách,Unknown,quyển,745800.0,13,public_website,2025-11,2764120.0,0.0,2764120.0
ORD000026,P0088,30,576180.0,C0087,2025-02-28 23:04:00,e-wallet,website,0.0,Hà Nội,wholesale,2023-12-27,Set Me Free,Sách,Unknown,quyển,576180.0,24,public_website,2025-02,17285400.0,0.0,17285400.0
ORD000027,P0040,7,18000.0,C0024,2025-07-22 16:16:00,e-wallet,shopee,0.0,Cần Thơ,office,2024-06-09,Kẹp giấy 33 mm,Hồ sơ và lưu trữ,Plus,hộp,18000.0,30,lecturer_sample,2025-07,126000.0,0.0,126000.0
ORD000027,P0059,5,55000.0,C0024,2025-07-22 16:16:00,e-wallet,shopee,0.0,Cần Thơ,office,2024-06-09,Tấm lót chuột,Phụ kiện máy tính,OEM,chiếc,55000.0,20,lecturer_sample,2025-07,275000.0,0.0,275000.0
ORD000028,P0058,1,324587.0,C0159,2025-10-15 21:58:00,e-wallet,offline,0.0,Hải Phòng,student,2024-10-15,Bộ chia USB 4 cổng,Phụ kiện máy tính,Ugreen,chiếc,350000.0,8,lecturer_sample,2025-10,324587.0,0.0,324587.0
ORD000028,P0056,4,180000.0,C0159,2025-10-15 21:58:00,e-wallet,offline,0.0,Hải Phòng,student,2024-10-15,Cáp HDMI 2 m,Phụ kiện máy tính,Ugreen,sợi,180000.0,12,lecturer_sample,2025-10,720000.0,0.0,720000.0
ORD000028,P0042,2,38313.0,C0159,2025-10-15 21:58:00,e-wallet,offline,0.0,Hải Phòng,student,2024-10-15,Pin AAA 4 viên,Thiết bị văn phòng,Panasonic,vỉ,42000.0,22,lecturer_sample,2025-10,76626.0,0.0,76626.0
ORD000029,P0048,3,12000.0,C0117,2025-07-10 02:47:00,e-wallet,website,0.0,Đà Nẵng,retail,2024-06-04,Kim bấm số 10,Thiết bị văn phòng,Max,hộp,12000.0,35,lecturer_sample,2025-07,36000.0,0.0,36000.0
ORD000029,P0052,3,290000.0,C0117,2025-07-10 02:47:00,e-wallet,website,0.0,Đà Nẵng,retail,2024-06-04,Bàn phím có dây,Phụ kiện máy tính,Logitech,chiếc,290000.0,8,lecturer_sample,2025-07,870000.0,0.0,870000.0
ORD000029,P0080,4,1748412.0,C0117,2025-07-10 02:47:00,e-wallet,website,0.0,Đà Nẵng,retail,2024-06-04,Sapiens: A Brief History of Humankind,Sách,Unknown,quyển,1789590.0,27,public_website,2025-07,6993648.0,0.0,6993648.0
ORD000030,P0058,3,350000.0,C0026,2025-12-18 21:34:00,cash,offline,0.0,Hà Nội,retail,2024-12-25,Bộ chia USB 4 cổng,Phụ kiện máy tính,Ugreen,chiếc,350000.0,8,lecturer_sample,2025-12,1050000.0,0.0,1050000.0
ORD000030,P0006,2,75314.0,C0026,2025-12-18 21:34:00,cash,offline,0.0,Hà Nội,retail,2024-12-25,Giấy in A4 70 gsm,Vở và giấy,Double A,ram,82000.0,25,lecturer_sample,2025-12,150628.0,0.0,150628.0
ORD000030,P0043,5,3190000.0,C0026,2025-12-18 21:34:00,cash,offline,0.0,Hà Nội,retail,2024-12-25,Máy in laser đơn sắc,Thiết bị văn phòng,Brother,chiếc,3190000.0,3,lecturer_sample,2025-12,15950000.0,0.0,15950000.0
ORD000030,P0088,2,530644.0,C0026,2025-12-18 21:34:00,cash,offline,0.0,Hà Nội,retail,2024-12-25,Set Me Free,Sách,Unknown,quyển,576180.0,24,public_website,2025-12,1061288.0,0.0,1061288.0
ORD000030,P0076,2,1629205.0,C0026,2025-12-18 21:34:00,cash,offline,0.0,Hà Nội,retail,2024-12-25,A Light in the Attic,Sách,Unknown,quyển,1708410.0,16,public_website,2025-12,3258410.0,0.0,3258410.0
ORD000030,P0089,3,1575483.0,C0026,2025-12-18 21:34:00,cash,offline,0.0,Hà Nội,retail,2024-12-25,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Sách,Unknown,quyển,1725570.0,27,public_website,2025-12,4726449.0,0.0,4726449.0
ORD000031,P0058,2,350000.0,C0034,2025-10-04 20:51:00,card,shopee,5000.0,Nha Trang,retail,2024-07-04,Bộ chia USB 4 cổng,Phụ kiện máy tính,Ugreen,chiếc,350000.0,8,lecturer_sample,2025-10,700000.0,5000.0,695000.0
ORD000032,P0038,3,35000.0,C0005,2025-03-31 20:03:00,e-wallet,offline,5000.0,Hà Nội,retail,2023-12-14,Nhãn dán phân loại,Hồ sơ và lưu trữ,Avery,xấp,35000.0,18,lecturer_sample,2025-03,105000.0,5000.0,100000.0
ORD000033,P0005,8,79000.0,C0028,2025-08-21 00:14:00,cash,website,0.0,Hải Phòng,office,2023-12-31,Sổ tay bìa da A5,Vở và giấy,OEM,quyển,79000.0,15,lecturer_sample,2025-08,632000.0,0.0,632000.0
ORD000033,P0072,3,1999750.0,C0028,2025-08-21 00:14:00,cash,website,0.0,Hải Phòng,office,2023-12-31,Apple Airpower Wireless Charger,Phụ kiện máy tính,Apple,cái,1999750.0,1,public_api,2025-08,5999250.0,0.0,5999250.0
ORD000033,P0079,9,1578060.0,C0028,2025-08-21 00:14:00,cash,website,0.0,Hải Phòng,office,2023-12-31,Sharp Objects,Sách,Unknown,quyển,1578060.0,24,public_website,2025-08,14202540.0,0.0,14202540.0
ORD000033,P0089,3,1725570.0,C0028,2025-08-21 00:14:00,cash,website,0.0,Hải Phòng,office,2023-12-31,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Sách,Unknown,quyển,1725570.0,27,public_website,2025-08,5176710.0,0.0,5176710.0
ORD000033,P0040,4,18000.0,C0028,2025-08-21 00:14:00,cash,website,0.0,Hải Phòng,office,2023-12-31,Kẹp giấy 33 mm,Hồ sơ và lưu trữ,Plus,hộp,18000.0,30,lecturer_sample,2025-08,72000.0,0.0,72000.0
ORD000034,P0029,1,23965.0,C0071,2025-11-17 02:37:00,e-wallet,offline,0.0,TP. Hồ Chí Minh,retail,2023-12-25,Kéo học sinh 13 cm,Dụng cụ học tập,Deli,chiếc,25000.0,18,lecturer_sample,2025-11,23965.0,0.0,23965.0
ORD000034,P0089,5,1586406.0,C0071,2025-11-17 02:37:00,e-wallet,offline,0.0,TP. Hồ Chí Minh,retail,2023-12-25,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Sách,Unknown,quyển,1725570.0,27,public_website,2025-11,7932030.0,0.0,7932030.0
ORD000034,P0086,4,432697.0,C0071,2025-11-17 02:37:00,e-wallet,offline,0.0,TP. Hồ Chí Minh,retail,2023-12-25,"Starving Hearts (Triangular Trade Trilogy, #1)",Sách,Unknown,quyển,461670.0,19,public_website,2025-11,1730788.0,0.0,1730788.0
ORD000035,P0028,1,78000.0,C0212,2025-08-21 22:26:00,e-wallet,offline,0.0,Huế,retail,2024-10-24,Bộ màu nước 12 màu,Dụng cụ học tập,Pentel,bộ,78000.0,12,lecturer_sample,2025-08,78000.0,0.0,78000.0
ORD000035,P0023,1,39209.0,C0212,2025-08-21 22:26:00,e-wallet,offline,0.0,Huế,retail,2024-10-24,Compa học sinh,Dụng cụ học tập,Maped,chiếc,42000.0,15,lecturer_sample,2025-08,39209.0,0.0,39209.0
ORD000036,P0049,5,125000.0,C0034,2025-10-12 16:37:00,cash,website,0.0,Nha Trang,retail,2024-07-04,Máy đục lỗ 2 lỗ,Thiết bị văn phòng,Deli,chiếc,125000.0,10,lecturer_sample,2025-10,625000.0,0.0,625000.0
ORD000036,P0059,1,55000.0,C0034,2025-10-12 16:37:00,cash,website,0.0,Nha Trang,retail,2024-07-04,Tấm lót chuột,Phụ kiện máy tính,OEM,chiếc,55000.0,20,lecturer_sample,2025-10,55000.0,0.0,55000.0
ORD000036,P0037,2,95000.0,C0034,2025-10-12 16:37:00,cash,website,0.0,Nha Trang,retail,2024-07-04,Cặp tài liệu A4,Hồ sơ và lưu trữ,OEM,chiếc,95000.0,10,lecturer_sample,2025-10,190000.0,0.0,190000.0
ORD000036,P0079,4,1578060.0,C0034,2025-10-12 16:37:00,cash,website,0.0,Nha Trang,retail,2024-07-04,Sharp Objects,Sách,Unknown,quyển,1578060.0,24,public_website,2025-10,6312240.0,0.0,6312240.0
ORD000036,P0038,1,35000.0,C0034,2025-10-12 16:37:00,cash,website,0.0,Nha Trang,retail,2024-07-04,Nhãn dán phân loại,Hồ sơ và lưu trữ,Avery,xấp,35000.0,18,lecturer_sample,2025-10,35000.0,0.0,35000.0
ORD000037,P0020,26,78546.0,C0143,2025-07-08 17:48:00,cash,online,0.0,Huế,wholesale,2024-01-02,Bút dạ quang 5 màu,Bút viết,Stabilo,bộ,85000.0,15,lecturer_sample,2025-07,2042196.0,0.0,2042196.0
ORD000037,P0038,10,35000.0,C0143,2025-07-08 17:48:00,cash,online,0.0,Huế,wholesale,2024-01-02,Nhãn dán phân loại,Hồ sơ và lưu trữ,Avery,xấp,35000.0,18,lecturer_sample,2025-07,350000.0,0.0,350000.0
ORD000038,P0079,1,1578060.0,C0196,2025-06-08 21:22:00,transfer,shopee,0.0,Hà Nội,student,2024-01-02,Sharp Objects,Sách,Unknown,quyển,1578060.0,24,public_website,2025-06,1578060.0,0.0,1578060.0
ORD000039,P0015,2,45000.0,C0136,2025-04-21 22:26:00,cash,website,0.0,Hà Nội,retail,2024-04-11,Bút máy học sinh,Bút viết,Hồng Hà,cây,45000.0,20,lecturer_sample,2025-04,90000.0,0.0,90000.0
ORD000039,P0016,5,25000.0,C0136,2025-04-21 22:26:00,cash,website,0.0,Hà Nội,retail,2024-04-11,Ống mực bút máy xanh,Bút viết,Hồng Hà,hộp,25000.0,25,lecturer_sample,2025-04,125000.0,0.0,125000.0
ORD000039,P0029,1,25000.0,C0136,2025-04-21 22:26:00,cash,website,0.0,Hà Nội,retail,2024-04-11,Kéo học sinh 13 cm,Dụng cụ học tập,Deli,chiếc,25000.0,18,lecturer_sample,2025-04,25000.0,0.0,25000.0
ORD000040,P0025,5,15000.0,C0170,2025-08-06 23:38:00,card,shopee,0.0,Hải Phòng,student,2024-12-16,Gọt bút chì có hộp,Dụng cụ học tập,Deli,chiếc,15000.0,25,lecturer_sample,2025-08,75000.0,0.0,75000.0
ORD000040,P0069,3,2499750.0,C0170,2025-08-06 23:38:00,card,shopee,0.0,Hải Phòng,student,2024-12-16,Amazon Echo Plus,Phụ kiện máy tính,Amazon,cái,2499750.0,12,public_api,2025-08,7499250.0,0.0,7499250.0
ORD000040,P0051,4,289578.0,C0170,2025-08-06 23:38:00,card,shopee,0.0,Hải Phòng,student,2024-12-16,Chuột không dây,Phụ kiện máy tính,Logitech,chiếc,320000.0,10,lecturer_sample,2025-08,1158312.0,0.0,1158312.0
ORD000041,P0023,8,42000.0,C0053,2025-06-04 19:49:00,cash,online,0.0,TP. Hồ Chí Minh,office,2024-08-02,Compa học sinh,Dụng cụ học tập,Maped,chiếc,42000.0,15,lecturer_sample,2025-06,336000.0,0.0,336000.0
ORD000042,P0077,4,1733677.0,C0098,2025-10-01 03:14:00,cash,offline,0.0,TP. Hồ Chí Minh,retail,2024-12-16,Tipping the Velvet,Sách,Unknown,quyển,1773420.0,19,public_website,2025-10,6934708.0,0.0,6934708.0
ORD000042,P0008,5,65000.0,C0098,2025-10-01 03:14:00,cash,offline,0.0,TP. Hồ Chí Minh,retail,2024-12-16,Giấy màu A4 100 tờ,Vở và giấy,IK Plus,xấp,65000.0,15,lecturer_sample,2025-10,325000.0,0.0,325000.0
ORD000043,P0036,16,185000.0,C0104,2025-12-31 02:26:00,e-wallet,shopee,0.0,Hà Nội,wholesale,2024-10-27,Khay tài liệu 3 tầng,Hồ sơ và lưu trữ,Deli,bộ,185000.0,8,lecturer_sample,2025-12,2960000.0,0.0,2960000.0
ORD000043,P0088,8,576180.0,C0104,2025-12-31 02:26:00,e-wallet,shopee,0.0,Hà Nội,wholesale,2024-10-27,Set Me Free,Sách,Unknown,quyển,576180.0,24,public_website,2025-12,4609440.0,0.0,4609440.0
